timestamp,sensor_id,distance,fillLevel,weight,densityIndex,hour,day_of_week,bin_state
2026-04-23 04:46:11.441000+00:00,smartbin_01,29.53,0.0,133.04,0.0,4,3,normal
2026-04-23 04:46:16.124000+00:00,smartbin_01,29.16,0.0,135.43,0.0,4,3,normal
2026-04-23 04:46:20.823000+00:00,smartbin_01,29.14,0.0,134.37,0.0,4,3,normal
2026-04-23 04:46:25.630000+00:00,smartbin_01,29.14,0.0,133.48,0.0,4,3,normal
2026-04-23 04:46:30.478000+00:00,smartbin_01,28.7,0.0,132.84,0.0,4,3,normal
2026-04-23 04:46:35.361000+00:00,smartbin_01,28.68,0.0,131.11,0.0,4,3,normal
2026-04-23 04:46:40.254000+00:00,smartbin_01,29.14,0.0,131.99,0.0,4,3,normal
2026-04-23 04:46:44.970000+00:00,smartbin_01,29.14,0.0,131.65,0.0,4,3,normal
2026-04-23 04:46:49.504000+00:00,smartbin_01,28.7,0.0,131.24,0.0,4,3,normal
2026-04-23 04:46:54.331000+00:00,smartbin_01,29.14,0.0,131.56,0.0,4,3,normal
2026-04-23 04:46:59.330000+00:00,smartbin_01,29.14,0.0,130.19,0.0,4,3,normal
2026-04-23 04:47:04.243000+00:00,smartbin_01,28.7,0.0,130.48,0.0,4,3,normal
2026-04-23 04:47:09.332000+00:00,smartbin_01,28.7,0.0,130.36,0.0,4,3,normal
2026-04-23 04:47:13.803000+00:00,smartbin_01,29.14,0.0,129.93,0.0,4,3,normal
2026-04-23 04:47:23.443000+00:00,smartbin_01,12.02,52.0,1011.53,19.4525,4,3,half_filled
2026-04-23 04:47:47.075000+00:00,smartbin_01,4.54,84.0,1033.33,12.301547619047618,4,3,normal
2026-04-23 04:47:51.859000+00:00,smartbin_01,4.54,84.0,1098.06,13.072142857142856,4,3,normal
2026-04-23 04:47:56.311000+00:00,smartbin_01,4.45,84.0,1100.58,13.102142857142857,4,3,normal
2026-04-23 04:48:01.369000+00:00,smartbin_01,4.45,84.0,1100.06,13.09595238095238,4,3,normal
2026-04-23 04:48:05.977000+00:00,smartbin_01,4.44,84.0,1100.04,13.095714285714285,4,3,normal
2026-04-23 04:48:10.564000+00:00,smartbin_01,4.44,84.0,1099.02,13.083571428571428,4,3,normal
2026-04-23 04:48:15.293000+00:00,smartbin_01,4.44,84.0,1099.54,13.089761904761904,4,3,normal
2026-04-23 04:48:20.396000+00:00,smartbin_01,4.44,84.0,1099.98,13.095,4,3,normal
2026-04-23 04:48:45.383000+00:00,smartbin_01,28.71,0.0,965.28,0.0,4,3,normal
2026-04-23 04:48:50.236000+00:00,smartbin_01,28.7,0.0,965.68,0.0,4,3,normal
2026-04-23 04:48:54.624000+00:00,smartbin_01,29.07,0.0,963.82,0.0,4,3,normal
2026-04-23 04:49:04.026000+00:00,smartbin_01,28.68,0.0,959.88,0.0,4,3,normal
2026-04-23 04:49:08.523000+00:00,smartbin_01,28.7,0.0,958.86,0.0,4,3,normal
2026-04-23 04:49:13.023000+00:00,smartbin_01,29.07,0.0,959.94,0.0,4,3,normal
2026-04-23 04:49:17.744000+00:00,smartbin_01,28.71,0.0,960.95,0.0,4,3,normal
2026-04-23 04:49:22.229000+00:00,smartbin_01,28.68,0.0,0.0,0.0,4,3,empty
2026-04-23 04:49:26.755000+00:00,smartbin_01,28.99,0.0,936.59,0.0,4,3,normal
2026-04-23 04:49:31.444000+00:00,smartbin_01,28.61,0.0,961.4,0.0,4,3,normal
2026-04-23 04:49:35.951000+00:00,smartbin_01,28.59,0.0,948.6,0.0,4,3,normal
2026-04-23 04:49:40.467000+00:00,smartbin_01,29.09,0.0,960.08,0.0,4,3,normal
2026-04-23 04:49:45.183000+00:00,smartbin_01,29.07,0.0,963.92,0.0,4,3,normal
2026-04-23 04:49:49.681000+00:00,smartbin_01,29.07,0.0,963.68,0.0,4,3,normal
2026-04-23 04:49:54.403000+00:00,smartbin_01,28.61,0.0,1812.72,0.0,4,3,anomaly
2026-04-23 04:49:59.140000+00:00,smartbin_01,29.07,0.0,1786.84,0.0,4,3,anomaly
2026-04-23 04:50:03.815000+00:00,smartbin_01,29.05,0.0,1751.74,0.0,4,3,anomaly
2026-04-23 04:50:12.744000+00:00,smartbin_01,28.97,0.0,79.12,0.0,4,3,empty
2026-04-23 04:50:17.343000+00:00,smartbin_01,28.61,0.0,436.19,0.0,4,3,normal
2026-04-23 04:50:22.253000+00:00,smartbin_01,28.97,0.0,787.95,0.0,4,3,normal
2026-04-23 04:50:26.754000+00:00,smartbin_01,28.59,0.0,769.67,0.0,4,3,normal
2026-04-23 04:50:31.665000+00:00,smartbin_01,28.99,0.0,771.15,0.0,4,3,normal
2026-04-23 04:50:36.212000+00:00,smartbin_01,28.59,0.0,769.62,0.0,4,3,normal
2026-04-23 04:50:40.873000+00:00,smartbin_01,28.99,0.0,766.22,0.0,4,3,normal
2026-04-23 04:50:50.328000+00:00,smartbin_01,29.43,0.0,149.79,0.0,4,3,normal
2026-04-23 04:50:55.229000+00:00,smartbin_01,28.99,0.0,150.23,0.0,4,3,normal
2026-04-23 04:50:59.556000+00:00,smartbin_01,28.99,0.0,149.69,0.0,4,3,normal
2026-04-23 04:51:04.246000+00:00,smartbin_01,28.95,0.0,148.9,0.0,4,3,normal
2026-04-23 04:51:08.755000+00:00,smartbin_01,28.97,0.0,149.09,0.0,4,3,normal
2026-04-23 04:51:13.245000+00:00,smartbin_01,28.99,0.0,149.75,0.0,4,3,normal
2026-04-23 04:51:18.172000+00:00,smartbin_01,28.59,0.0,148.87,0.0,4,3,normal
2026-04-23 04:51:22.871000+00:00,smartbin_01,28.99,0.0,151.16,0.0,4,3,normal
2026-04-23 04:51:27.773000+00:00,smartbin_01,28.58,0.0,149.28,0.0,4,3,normal
2026-04-23 04:51:32.704000+00:00,smartbin_01,28.97,0.0,148.51,0.0,4,3,normal
2026-04-23 04:51:37.825000+00:00,smartbin_01,28.97,0.0,148.46,0.0,4,3,normal
2026-04-23 04:51:42.525000+00:00,smartbin_01,28.99,0.0,148.98,0.0,4,3,normal
2026-04-23 04:51:47.245000+00:00,smartbin_01,28.97,0.0,148.85,0.0,4,3,normal
2026-04-23 04:51:52.154000+00:00,smartbin_01,28.99,0.0,148.79,0.0,4,3,normal
2026-04-23 04:51:56.665000+00:00,smartbin_01,28.99,0.0,148.7,0.0,4,3,normal
2026-04-23 04:52:01.593000+00:00,smartbin_01,28.59,0.0,148.69,0.0,4,3,normal
2026-04-23 04:52:06.417000+00:00,smartbin_01,28.95,0.0,149.28,0.0,4,3,normal
2026-04-23 04:52:11.244000+00:00,smartbin_01,28.99,0.0,149.46,0.0,4,3,normal
2026-04-23 04:52:16.120000+00:00,smartbin_01,29.24,0.0,149.16,0.0,4,3,normal
2026-04-23 04:52:20.814000+00:00,smartbin_01,28.95,0.0,149.06,0.0,4,3,normal
2026-04-23 04:52:25.542000+00:00,smartbin_01,28.99,0.0,147.79,0.0,4,3,normal
2026-04-23 04:52:35.374000+00:00,smartbin_01,29.33,0.0,590.6,0.0,4,3,normal
2026-04-23 04:52:40.471000+00:00,smartbin_01,28.59,0.0,159.99,0.0,4,3,normal
2026-04-23 04:52:45.138000+00:00,smartbin_01,28.58,0.0,576.97,0.0,4,3,normal
2026-04-23 04:52:49.918000+00:00,smartbin_01,28.95,0.0,150.22,0.0,4,3,normal
2026-04-23 04:52:54.804000+00:00,smartbin_01,28.95,0.0,152.31,0.0,4,3,normal
2026-04-23 04:52:59.521000+00:00,smartbin_01,28.95,0.0,153.15,0.0,4,3,normal
2026-04-23 04:53:04.043000+00:00,smartbin_01,28.97,0.0,152.45,0.0,4,3,normal
2026-04-23 04:53:09.181000+00:00,smartbin_01,28.58,0.0,153.13,0.0,4,3,normal
2026-04-23 04:53:14.290000+00:00,smartbin_01,28.59,0.0,153.28,0.0,4,3,normal
2026-04-23 04:53:18.795000+00:00,smartbin_01,28.97,0.0,154.88,0.0,4,3,normal
2026-04-23 04:53:23.517000+00:00,smartbin_01,28.58,0.0,154.84,0.0,4,3,normal
2026-04-23 04:53:28.479000+00:00,smartbin_01,28.59,0.0,156.08,0.0,4,3,normal
2026-04-23 04:53:33.326000+00:00,smartbin_01,28.58,0.0,155.43,0.0,4,3,normal
2026-04-23 04:53:38.261000+00:00,smartbin_01,29.43,0.0,155.16,0.0,4,3,normal
2026-04-23 04:53:42.949000+00:00,smartbin_01,28.59,0.0,154.89,0.0,4,3,normal
2026-04-23 04:53:48.102000+00:00,smartbin_01,28.59,0.0,152.06,0.0,4,3,normal
2026-04-23 04:53:52.990000+00:00,smartbin_01,28.97,0.0,153.57,0.0,4,3,normal
2026-04-23 04:53:57.904000+00:00,smartbin_01,28.58,0.0,2789.79,0.0,4,3,anomaly
2026-04-23 04:54:02.613000+00:00,smartbin_01,29.41,0.0,80.5,0.0,4,3,normal
2026-04-23 04:54:07.173000+00:00,smartbin_01,28.97,0.0,442.93,0.0,4,3,normal
2026-04-23 04:54:11.635000+00:00,smartbin_01,28.95,0.0,149.04,0.0,4,3,normal
2026-04-23 04:54:16.308000+00:00,smartbin_01,28.97,0.0,146.13,0.0,4,3,normal
2026-04-23 04:54:21.053000+00:00,smartbin_01,28.97,0.0,107.01,0.0,4,3,normal
2026-04-23 04:54:25.761000+00:00,smartbin_01,28.97,0.0,133.96,0.0,4,3,normal
2026-04-23 04:54:30.689000+00:00,smartbin_01,28.97,0.0,183.3,0.0,4,3,normal
2026-04-23 04:54:40.323000+00:00,smartbin_01,29.53,0.0,88.71,0.0,4,3,normal
2026-04-23 04:54:45.002000+00:00,smartbin_01,29.61,0.0,63.29,0.0,4,3,empty
2026-04-23 04:54:49.927000+00:00,smartbin_01,29.33,0.0,142.83,0.0,4,3,normal
2026-04-23 04:54:55.890000+00:00,smartbin_01,29.8,0.0,14.65,0.0,4,3,empty
2026-04-23 04:55:00.583000+00:00,smartbin_01,29.63,0.0,568.75,0.0,4,3,normal
2026-04-23 04:55:05.504000+00:00,smartbin_01,29.63,0.0,126.09,0.0,4,3,normal
2026-04-23 04:55:10.281000+00:00,smartbin_01,29.24,0.0,126.56,0.0,4,3,normal
2026-04-23 04:55:14.938000+00:00,smartbin_01,29.7,0.0,127.24,0.0,4,3,normal
2026-04-23 04:55:19.828000+00:00,smartbin_01,29.26,0.0,125.79,0.0,4,3,normal
2026-04-23 04:55:24.327000+00:00,smartbin_01,29.55,0.0,274.18,0.0,4,3,normal
2026-04-23 04:55:28.848000+00:00,smartbin_01,29.99,0.0,126.31,0.0,4,3,normal
2026-04-23 04:55:33.767000+00:00,smartbin_01,29.99,0.0,123.49,0.0,4,3,normal
2026-04-23 04:55:43.363000+00:00,smartbin_01,12.68,52.0,255.38,4.911153846153846,4,3,half_filled
2026-04-23 04:55:47.898000+00:00,smartbin_01,28.58,0.0,728.92,0.0,4,3,normal
2026-04-23 04:55:52.586000+00:00,smartbin_01,29.07,0.0,123.32,0.0,4,3,normal
2026-04-23 04:55:57.303000+00:00,smartbin_01,28.68,0.0,123.27,0.0,4,3,normal
2026-04-23 04:56:02.203000+00:00,smartbin_01,28.68,0.0,121.76,0.0,4,3,normal
2026-04-23 04:56:07.164000+00:00,smartbin_01,29.05,0.0,123.45,0.0,4,3,normal
2026-04-23 04:56:12.081000+00:00,smartbin_01,29.05,0.0,122.59,0.0,4,3,normal
2026-04-23 04:56:17.179000+00:00,smartbin_01,29.07,0.0,123.73,0.0,4,3,normal
2026-04-23 04:56:22.075000+00:00,smartbin_01,29.04,0.0,122.28,0.0,4,3,normal
2026-04-23 04:56:26.582000+00:00,smartbin_01,29.05,0.0,122.1,0.0,4,3,normal
2026-04-23 04:56:31.339000+00:00,smartbin_01,28.68,0.0,122.11,0.0,4,3,normal
2026-04-23 04:56:35.867000+00:00,smartbin_01,29.05,0.0,123.69,0.0,4,3,normal
2026-04-23 04:56:40.511000+00:00,smartbin_01,29.51,0.0,123.64,0.0,4,3,normal
2026-04-23 04:56:45.459000+00:00,smartbin_01,29.07,0.0,124.98,0.0,4,3,normal
2026-04-23 04:56:50.156000+00:00,smartbin_01,29.05,0.0,124.48,0.0,4,3,normal
2026-04-23 04:56:54.686000+00:00,smartbin_01,29.07,0.0,124.35,0.0,4,3,normal
2026-04-23 04:56:59.605000+00:00,smartbin_01,29.05,0.0,124.01,0.0,4,3,normal
2026-04-23 04:57:04.522000+00:00,smartbin_01,29.05,0.0,123.91,0.0,4,3,normal
2026-04-23 04:57:09.390000+00:00,smartbin_01,29.04,0.0,122.91,0.0,4,3,normal
2026-04-23 04:57:14.153000+00:00,smartbin_01,29.09,0.0,125.55,0.0,4,3,normal
2026-04-23 04:57:18.853000+00:00,smartbin_01,29.07,0.0,125.02,0.0,4,3,normal
2026-04-23 04:57:23.526000+00:00,smartbin_01,28.68,0.0,123.46,0.0,4,3,normal
2026-04-23 04:57:28.471000+00:00,smartbin_01,29.07,0.0,122.56,0.0,4,3,normal
2026-04-23 04:57:33.135000+00:00,smartbin_01,29.43,0.0,125.16,0.0,4,3,normal
2026-04-23 04:57:37.594000+00:00,smartbin_01,29.05,0.0,121.94,0.0,4,3,normal
2026-04-23 04:57:42.352000+00:00,smartbin_01,28.66,0.0,124.54,0.0,4,3,normal
2026-04-23 04:57:46.898000+00:00,smartbin_01,28.68,0.0,123.71,0.0,4,3,normal
2026-04-23 04:57:51.575000+00:00,smartbin_01,29.05,0.0,123.56,0.0,4,3,normal
2026-04-23 04:57:56.299000+00:00,smartbin_01,29.04,0.0,125.28,0.0,4,3,normal
2026-04-23 04:58:00.800000+00:00,smartbin_01,29.05,0.0,122.69,0.0,4,3,normal
2026-04-23 04:58:05.702000+00:00,smartbin_01,28.68,0.0,122.79,0.0,4,3,normal
2026-04-23 04:58:10.211000+00:00,smartbin_01,28.66,0.0,122.17,0.0,4,3,normal
2026-04-23 04:58:14.716000+00:00,smartbin_01,29.07,0.0,122.63,0.0,4,3,normal
2026-04-23 04:58:19.465000+00:00,smartbin_01,29.07,0.0,122.86,0.0,4,3,normal
2026-04-23 04:58:24.397000+00:00,smartbin_01,29.07,0.0,122.55,0.0,4,3,normal
2026-04-23 04:58:29.257000+00:00,smartbin_01,29.07,0.0,121.61,0.0,4,3,normal
2026-04-23 04:58:33.774000+00:00,smartbin_01,29.04,0.0,122.01,0.0,4,3,normal
2026-04-23 04:58:38.379000+00:00,smartbin_01,29.07,0.0,122.04,0.0,4,3,normal
2026-04-23 04:58:43.194000+00:00,smartbin_01,29.07,0.0,123.5,0.0,4,3,normal
2026-04-23 04:58:47.692000+00:00,smartbin_01,29.07,0.0,122.62,0.0,4,3,normal
2026-04-23 04:58:52.402000+00:00,smartbin_01,29.05,0.0,125.23,0.0,4,3,normal
2026-04-23 04:58:57.096000+00:00,smartbin_01,29.05,0.0,127.06,0.0,4,3,normal
2026-04-23 04:59:01.626000+00:00,smartbin_01,28.68,0.0,127.94,0.0,4,3,normal
2026-04-23 04:59:06.730000+00:00,smartbin_01,28.68,0.0,128.13,0.0,4,3,normal
2026-04-23 04:59:11.244000+00:00,smartbin_01,29.07,0.0,129.81,0.0,4,3,normal
2026-04-23 04:59:15.757000+00:00,smartbin_01,29.43,0.0,128.68,0.0,4,3,normal
2026-04-23 04:59:20.895000+00:00,smartbin_01,29.05,0.0,128.76,0.0,4,3,normal
2026-04-23 04:59:25.608000+00:00,smartbin_01,29.05,0.0,128.66,0.0,4,3,normal
2026-04-23 04:59:30.091000+00:00,smartbin_01,28.68,0.0,129.01,0.0,4,3,normal
2026-04-23 04:59:35.399000+00:00,smartbin_01,28.68,0.0,128.95,0.0,4,3,normal
2026-04-23 04:59:40.425000+00:00,smartbin_01,29.07,0.0,128.24,0.0,4,3,normal
2026-04-23 04:59:44.883000+00:00,smartbin_01,28.68,0.0,128.81,0.0,4,3,normal
2026-04-23 04:59:49.547000+00:00,smartbin_01,29.07,0.0,127.94,0.0,4,3,normal
2026-04-23 04:59:54.451000+00:00,smartbin_01,29.07,0.0,128.53,0.0,4,3,normal
2026-04-23 04:59:59.197000+00:00,smartbin_01,29.07,0.0,128.21,0.0,4,3,normal
2026-04-23 05:00:03.675000+00:00,smartbin_01,28.68,0.0,127.31,0.0,5,3,normal
2026-04-23 05:00:08.179000+00:00,smartbin_01,28.66,0.0,128.24,0.0,5,3,normal
2026-04-23 05:00:12.949000+00:00,smartbin_01,29.07,0.0,126.69,0.0,5,3,normal
2026-04-23 05:00:18.011000+00:00,smartbin_01,29.07,0.0,127.25,0.0,5,3,normal
2026-04-23 05:00:22.513000+00:00,smartbin_01,29.07,0.0,126.18,0.0,5,3,normal
2026-04-23 05:00:27.014000+00:00,smartbin_01,29.05,0.0,125.32,0.0,5,3,normal
2026-04-23 05:00:31.752000+00:00,smartbin_01,29.05,0.0,123.79,0.0,5,3,normal
2026-04-23 05:00:36.505000+00:00,smartbin_01,28.68,0.0,124.53,0.0,5,3,normal
2026-04-23 05:00:41.379000+00:00,smartbin_01,29.07,0.0,124.12,0.0,5,3,normal
2026-04-23 05:00:46.082000+00:00,smartbin_01,29.07,0.0,124.44,0.0,5,3,normal
2026-04-23 05:00:51.039000+00:00,smartbin_01,28.68,0.0,119.2,0.0,5,3,normal
2026-04-23 05:00:55.911000+00:00,smartbin_01,29.07,0.0,120.79,0.0,5,3,normal
2026-04-23 05:01:00.619000+00:00,smartbin_01,29.07,0.0,124.77,0.0,5,3,normal
2026-04-23 05:01:05.320000+00:00,smartbin_01,29.07,0.0,125.39,0.0,5,3,normal
2026-04-23 05:01:10.236000+00:00,smartbin_01,28.68,0.0,125.55,0.0,5,3,normal
2026-04-23 05:01:15.898000+00:00,smartbin_01,29.43,0.0,127.19,0.0,5,3,normal
2026-04-23 05:01:20.616000+00:00,smartbin_01,29.04,0.0,126.71,0.0,5,3,normal
2026-04-23 05:01:26.233000+00:00,smartbin_01,29.05,0.0,126.47,0.0,5,3,normal
2026-04-23 05:01:31.351000+00:00,smartbin_01,29.07,0.0,126.51,0.0,5,3,normal
2026-04-23 05:01:35.842000+00:00,smartbin_01,29.05,0.0,126.18,0.0,5,3,normal
2026-04-23 05:01:40.528000+00:00,smartbin_01,28.66,0.0,125.37,0.0,5,3,normal
2026-04-23 05:01:45.102000+00:00,smartbin_01,29.07,0.0,126.0,0.0,5,3,normal
2026-04-23 05:01:49.567000+00:00,smartbin_01,28.68,0.0,124.87,0.0,5,3,normal
2026-04-23 05:01:54.079000+00:00,smartbin_01,29.05,0.0,125.36,0.0,5,3,normal
2026-04-23 05:01:58.846000+00:00,smartbin_01,29.09,0.0,124.94,0.0,5,3,normal
2026-04-23 05:02:03.600000+00:00,smartbin_01,28.68,0.0,123.7,0.0,5,3,normal
2026-04-23 05:02:08.148000+00:00,smartbin_01,28.68,0.0,122.98,0.0,5,3,normal
2026-04-23 05:02:12.896000+00:00,smartbin_01,29.04,0.0,123.47,0.0,5,3,normal
2026-04-23 05:02:17.414000+00:00,smartbin_01,29.04,0.0,123.26,0.0,5,3,normal
2026-04-23 05:02:22.318000+00:00,smartbin_01,29.07,0.0,123.87,0.0,5,3,normal
2026-04-23 05:02:26.671000+00:00,smartbin_01,29.07,0.0,123.16,0.0,5,3,normal
2026-04-23 05:02:31.521000+00:00,smartbin_01,28.68,0.0,123.58,0.0,5,3,normal
2026-04-23 05:02:36.059000+00:00,smartbin_01,29.07,0.0,123.5,0.0,5,3,normal
2026-04-23 05:02:40.776000+00:00,smartbin_01,29.07,0.0,123.53,0.0,5,3,normal
2026-04-23 05:02:45.091000+00:00,smartbin_01,29.05,0.0,123.89,0.0,5,3,normal
2026-04-23 05:02:49.407000+00:00,smartbin_01,29.05,0.0,123.78,0.0,5,3,normal
2026-04-23 05:02:54.061000+00:00,smartbin_01,29.07,0.0,124.33,0.0,5,3,normal
2026-04-23 05:02:58.581000+00:00,smartbin_01,29.07,0.0,123.73,0.0,5,3,normal
2026-04-23 05:03:03.074000+00:00,smartbin_01,28.68,0.0,123.74,0.0,5,3,normal
2026-04-23 05:03:07.599000+00:00,smartbin_01,29.05,0.0,125.11,0.0,5,3,normal
2026-04-23 05:03:12.326000+00:00,smartbin_01,29.43,0.0,125.3,0.0,5,3,normal
2026-04-23 05:03:17.414000+00:00,smartbin_01,29.07,0.0,124.74,0.0,5,3,normal
2026-04-23 05:03:22.122000+00:00,smartbin_01,29.07,0.0,124.62,0.0,5,3,normal
2026-04-23 05:03:27.030000+00:00,smartbin_01,28.68,0.0,123.5,0.0,5,3,normal
2026-04-23 05:03:31.542000+00:00,smartbin_01,29.05,0.0,123.39,0.0,5,3,normal
2026-04-23 05:03:36.078000+00:00,smartbin_01,29.05,0.0,123.6,0.0,5,3,normal
2026-04-23 05:03:40.954000+00:00,smartbin_01,29.07,0.0,122.87,0.0,5,3,normal
2026-04-23 05:03:45.742000+00:00,smartbin_01,28.68,0.0,122.62,0.0,5,3,normal
2026-04-23 05:03:50.401000+00:00,smartbin_01,29.05,0.0,122.02,0.0,5,3,normal
2026-04-23 05:03:54.889000+00:00,smartbin_01,29.05,0.0,122.88,0.0,5,3,normal
